Name,PlanetOfOrigin,Intelligence,TechnicalLevel,PreferredPlanetType,PreferredClimate,Colonies,ChanceInMixedPopulation,MaxPercentageOnMixedWorlds,CiadanPresence,AccessLevel,CouncilRelations,Playable,Description
Gelgameks,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Toad-like with slimy green skin and large eyes. Females are claimed to have vaginas that are three feet wide and filled with razor-sharp teeth. For some unknown reason the major religion of the Gelgameks is very close to Earth Catholicism of the nineteenth century.
Grenlig,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Grotz,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hangi,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hiigarans,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hoix,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hrossa,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hurq,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hydrans,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ittermims,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Jaridians,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Joozian,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Their skin is dull yellow, with light brown markings and have beady eyes. Only male Joozians have been shown."
Kamakka,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Karemma,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Killxxr,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kizanti,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kraylor,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kreembah,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Krychy,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Llorn,,COMMON,BRONZE,H,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Neckless bipeds. Soft-spoken but physically strong. 
Lorwardians,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Lurmans,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Luxans,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Marklars,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Orange-skined aliens with egg-shaped heads and yellow eyes. They refer to all people, places, and things as Marklar."
Naglon,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Narabamaranjakanmanal,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Naram,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Necrouttal,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
NOrr,,COMMON,BRONZE,H,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Water-efficient warrior insectoids
Ortheans,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Porfarra,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Prin,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Humanoids with red skin.
Psyiriann,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Remmens,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Reol,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Romabara,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Sholans,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Feline humanoid
Shuidina,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Skolarians,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Physiologically similar to giant rats
Snuok,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Spirits,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Sulvilan,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tairridan,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Talamara,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tarkunnis,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Therbian,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Hairless humanoids
Torilon,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Trabe,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Twigkruh,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Utwig,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vasudans,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vilani,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Stereotypical looking aliens with gray skin and tear-shaped heads and eyes. They are genderless.
Vogons,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Unsightly humanoids, described by many as being not actually evil, but bad-tempered, bureaucratic, officious and callous. "
Vorxillu,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vrintar,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L3,OUTSIDE,FALSE,Humanoids which according to council standards are prone to sadism and depravity.
Vunnuk,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Weevils,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Woclast Nim,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Xandarians,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Yag-Kosha,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,A humanoid-looking elephant-like species
Yuzmaran ,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zenn-Lavians,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zentradi,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zen-Whoberis,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zoghart,,COMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Angol Mois,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Angosmin,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Axytal,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Azaloth,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Azgonians,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Aziam,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Dakkamites,,COMMON,BRONZE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Daxamites,,COMMON,BRONZE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Dilbians,,COMMON,BRONZE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Grudeks,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Grue,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Grunds,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hynerians,,COMMON,BRONZE,H,TROPICAL,1,0%,0%,0%,L5,UNKNOWN,FALSE,"This species looks like a giant slug, including the house it carries. They are intelligent nonetheless."
Joladans,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kafers,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kronn,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L5,UNKNOWN,FALSE,One-eyed insectoid. 
Misha,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Momassalan,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Moroks,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Pasuturil,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L2,PROTECTED,FALSE,Six-legged alien. Communicate through changing color patterns on their skin.
S‚roni,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Scarrans,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Scolgoron,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Selkath,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Serrakin,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Velantians,,COMMON,BRONZE,H,TROPICAL,1,0%,0%,0%,L3,OUTSIDE,FALSE,"Thirty-foot, crocodile-headed, winged pythons with eyes that come out on stalks"
Venibal,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vorc,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vorcarian,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vorhalla,,COMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Deng,,COMMON,COMPUTERIZED,H,DESERT,1,0%,0%,0%,L3,PROTECTED,FALSE,An arachnoid species of which hardly anything is known.
Chalnor,,COMMON,COMPUTERIZED,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Chaethe,,COMMON,COMPUTERIZED,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Chamachies,,COMMON,COMPUTERIZED,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
An Har Mirabhan,,COMMON,COMPUTERIZED,M,TEMPERATE,1,0%,0%,0%,L4,OUTSIDE,FALSE,Crested humanoids. None of them have telepathic abilities
Channach,,COMMON,COMPUTERIZED,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Big headed humanoids
Chebiims,,COMMON,COMPUTERIZED,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Condolite,,COMMON,COMPUTERIZED,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Black-skinned humanoid aliens, conductoids are cycloptic humanoids with plugs on their fingers, prehensile tail, and antenna on their heads."
DomZ,,COMMON,COMPUTERIZED,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,A species with a skeletal/insectoid appearance. 
Fardilan,,COMMON,COMPUTERIZED,M,TEMPERATE,1,0%,0%,0%,L4,OUTSIDE,FALSE,"Humanoid. Diminutive stature, huge ears, civilization revolves around personal profit. Male-dominated culture, with subservient females."
Rimarellians,,COMMON,COMPUTERIZED,H,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Barrel-shaped with four tentacular arms and four stubby legs
Cetiggan,,COMMON,COMPUTERIZED,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Chgarian,,COMMON,COMPUTERIZED,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Chinger,,COMMON,ELECTRIFIED,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Chronovore,,COMMON,ELECTRIFIED,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Chryssalid,,COMMON,ELECTRIFIED,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Chiuhmns,,COMMON,ELECTRIFIED,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Besalisk,,COMMON,ELECTRIFIED,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Humanoid with four arms and two legs.
Chemroth,,COMMON,ELECTRIFIED,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Chi,,COMMON,ELECTRIFIED,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
